file,nu,TN,FP,FN,TP,Recall,Neg_pred,Kappa,
biodegrad,0.11,160,82,49,24,0.23,0.66,-0.01,
biodegrad,0.13,160,82,49,24,0.23,0.66,-0.01,
biodegrad,0.15,160,82,49,24,0.23,0.66,-0.01,
biodegrad,0.17,158,82,51,24,0.23,0.66,-0.02,
biodegrad,0.19,160,82,49,24,0.23,0.66,-0.01,
biodegrad,0.01,167,93,42,13,0.12,0.64,-0.09,
biodegrad,0.03,173,94,36,12,0.11,0.65,-0.07,
biodegrad,0.05,170,94,39,12,0.11,0.64,-0.08,
biodegrad,0.07,171,94,38,12,0.11,0.65,-0.08,
biodegrad,0.09,172,94,37,12,0.11,0.65,-0.07,
biodegrad,0.11,170,94,39,12,0.11,0.64,-0.08,
biodegrad,0.13,169,94,40,12,0.11,0.64,-0.09,
biodegrad,0.15,171,94,38,12,0.11,0.65,-0.08,
biodegrad,0.17,168,94,41,12,0.11,0.64,-0.09,
biodegrad,0.19,170,94,39,12,0.11,0.64,-0.08,
biodegrad,0.01,178,97,31,9,0.08,0.65,-0.07,
biodegrad,0.03,182,97,27,9,0.08,0.65,-0.05,
biodegrad,0.05,181,97,28,9,0.08,0.65,-0.06,
biodegrad,0.07,182,97,27,9,0.08,0.65,-0.05,
biodegrad,0.09,180,97,29,9,0.08,0.65,-0.06,
biodegrad,0.11,181,97,28,9,0.08,0.65,-0.06,
biodegrad,0.13,181,97,28,9,0.08,0.65,-0.06,
biodegrad,0.15,181,97,28,9,0.08,0.65,-0.06,
biodegrad,0.17,181,97,28,9,0.08,0.65,-0.06,
biodegrad,0.19,181,97,28,9,0.08,0.65,-0.06,
biodegrad,0.01,181,100,28,6,0.06,0.64,-0.09,
biodegrad,0.03,186,100,23,6,0.06,0.65,-0.07,
biodegrad,0.05,181,100,28,6,0.06,0.64,-0.09,
biodegrad,0.07,184,100,25,6,0.06,0.65,-0.08,
biodegrad,0.09,184,100,25,6,0.06,0.65,-0.08,
biodegrad,0.11,184,100,25,6,0.06,0.65,-0.08,
biodegrad,0.13,184,100,25,6,0.06,0.65,-0.08,
biodegrad,0.15,184,100,25,6,0.06,0.65,-0.08,
biodegrad,0.17,184,100,25,6,0.06,0.65,-0.08,
biodegrad,0.19,184,100,25,6,0.06,0.65,-0.08,
biodegrad,0.01,183,102,26,4,0.04,0.64,-0.11,
biodegrad,0.03,183,102,26,4,0.04,0.64,-0.11,
biodegrad,0.05,183,102,26,4,0.04,0.64,-0.11,
biodegrad,0.07,182,102,27,4,0.04,0.64,-0.11,
biodegrad,0.09,184,102,25,4,0.04,0.64,-0.1,
biodegrad,0.11,184,102,25,4,0.04,0.64,-0.1,
biodegrad,0.13,184,102,25,4,0.04,0.64,-0.1,
biodegrad,0.15,184,102,25,4,0.04,0.64,-0.1,
biodegrad,0.17,183,102,26,4,0.04,0.64,-0.11,
biodegrad,0.19,183,102,26,4,0.04,0.64,-0.11,
biodegrad,0.01,188,103,21,3,0.03,0.65,-0.09,
biodegrad,0.03,188,103,21,3,0.03,0.65,-0.09,
biodegrad,0.05,188,103,21,3,0.03,0.65,-0.09,
biodegrad,0.07,187,103,22,3,0.03,0.64,-0.09,
biodegrad,0.09,188,103,21,3,0.03,0.65,-0.09,
biodegrad,0.11,188,103,21,3,0.03,0.65,-0.09,
biodegrad,0.13,188,103,21,3,0.03,0.65,-0.09,
biodegrad,0.15,189,103,20,3,0.03,0.65,-0.08,
biodegrad,0.17,188,103,21,3,0.03,0.65,-0.09,
biodegrad,0.19,188,103,21,3,0.03,0.65,-0.09,
biodegrad,0.01,190,104,19,2,0.02,0.65,-0.09,
biodegrad,0.03,190,104,19,2,0.02,0.65,-0.09,
biodegrad,0.05,191,104,18,2,0.02,0.65,-0.08,
biodegrad,0.07,189,104,20,2,0.02,0.65,-0.1,
biodegrad,0.09,191,104,18,2,0.02,0.65,-0.08,
biodegrad,0.11,190,104,19,2,0.02,0.65,-0.09,
biodegrad,0.13,190,104,19,2,0.02,0.65,-0.09,
biodegrad,0.15,190,104,19,2,0.02,0.65,-0.09,
biodegrad,0.17,190,104,19,2,0.02,0.65,-0.09,
biodegrad,0.19,190,104,19,2,0.02,0.65,-0.09,
seeds,0.01,7,13,35,8,0.38,0.35,-0.36,
seeds,0.03,7,13,35,8,0.38,0.35,-0.36,
seeds,0.05,7,13,35,8,0.38,0.35,-0.36,
seeds,0.07,8,14,34,7,0.33,0.36,-0.38,
seeds,0.09,9,16,33,5,0.24,0.36,-0.46,
seeds,0.11,9,16,33,5,0.24,0.36,-0.46,
seeds,0.13,9,16,33,5,0.24,0.36,-0.46,
seeds,0.15,9,16,33,5,0.24,0.36,-0.46,
seeds,0.17,10,16,32,5,0.24,0.38,-0.44,
seeds,0.19,12,16,30,5,0.24,0.43,-0.41,
seeds,0.01,9,16,33,5,0.24,0.36,-0.46,
seeds,0.03,9,16,33,5,0.24,0.36,-0.46,
seeds,0.05,9,16,33,5,0.24,0.36,-0.46,
seeds,0.07,9,16,33,5,0.24,0.36,-0.46,
seeds,0.09,9,16,33,5,0.24,0.36,-0.46,
seeds,0.11,10,16,32,5,0.24,0.38,-0.44,
seeds,0.13,10,16,32,5,0.24,0.38,-0.44,
seeds,0.15,10,16,32,5,0.24,0.38,-0.44,
seeds,0.17,11,16,31,5,0.24,0.41,-0.42,
seeds,0.19,11,16,31,5,0.24,0.41,-0.42,
seeds,0.01,9,16,33,5,0.24,0.36,-0.46,
seeds,0.03,9,16,33,5,0.24,0.36,-0.46,
seeds,0.05,9,16,33,5,0.24,0.36,-0.46,
seeds,0.07,9,16,33,5,0.24,0.36,-0.46,
seeds,0.09,9,16,33,5,0.24,0.36,-0.46,
seeds,0.11,9,16,33,5,0.24,0.36,-0.46,
seeds,0.13,9,16,33,5,0.24,0.36,-0.46,
seeds,0.15,10,16,32,5,0.24,0.38,-0.44,
seeds,0.17,10,16,32,5,0.24,0.38,-0.44,
seeds,0.19,12,16,30,5,0.24,0.43,-0.41,
seeds,0.01,9,17,33,4,0.19,0.35,-0.5,
seeds,0.03,9,17,33,4,0.19,0.35,-0.5,
seeds,0.05,9,17,33,4,0.19,0.35,-0.5,
seeds,0.07,9,17,33,4,0.19,0.35,-0.5,
seeds,0.09,9,17,33,4,0.19,0.35,-0.5,
seeds,0.11,9,17,33,4,0.19,0.35,-0.5,
seeds,0.13,9,17,33,4,0.19,0.35,-0.5,
seeds,0.15,10,16,32,5,0.24,0.38,-0.44,
seeds,0.17,10,17,32,4,0.19,0.37,-0.48,
seeds,0.19,11,17,31,4,0.19,0.39,-0.47,
seeds,0.01,12,18,30,3,0.14,0.4,-0.5,
seeds,0.03,13,18,29,3,0.14,0.42,-0.48,
seeds,0.05,13,18,29,3,0.14,0.42,-0.48,
seeds,0.07,13,18,29,3,0.14,0.42,-0.48,
seeds,0.09,13,18,29,3,0.14,0.42,-0.48,
seeds,0.11,13,18,29,3,0.14,0.42,-0.48,
seeds,0.13,13,18,29,3,0.14,0.42,-0.48,
seeds,0.15,13,18,29,3,0.14,0.42,-0.48,
seeds,0.17,12,18,30,3,0.14,0.4,-0.5,
seeds,0.19,12,17,30,4,0.19,0.41,-0.45,
seeds,0.01,14,19,28,2,0.1,0.42,-0.52,
seeds,0.03,14,19,28,2,0.1,0.42,-0.52,
seeds,0.05,14,19,28,2,0.1,0.42,-0.52,
seeds,0.07,14,19,28,2,0.1,0.42,-0.52,
seeds,0.09,14,19,28,2,0.1,0.42,-0.52,
seeds,0.11,14,19,28,2,0.1,0.42,-0.52,
seeds,0.13,14,19,28,2,0.1,0.42,-0.52,
seeds,0.15,14,19,28,2,0.1,0.42,-0.52,
seeds,0.17,14,19,28,2,0.1,0.42,-0.52,
seeds,0.19,14,19,28,2,0.1,0.42,-0.52,
seeds,0.01,16,19,26,2,0.1,0.46,-0.48,
seeds,0.03,17,19,25,2,0.1,0.47,-0.47,
seeds,0.05,17,19,25,2,0.1,0.47,-0.47,
seeds,0.07,17,19,25,2,0.1,0.47,-0.47,
seeds,0.09,17,19,25,2,0.1,0.47,-0.47,
seeds,0.11,17,19,25,2,0.1,0.47,-0.47,
seeds,0.13,17,19,25,2,0.1,0.47,-0.47,
seeds,0.15,17,19,25,2,0.1,0.47,-0.47,
seeds,0.17,17,19,25,2,0.1,0.47,-0.47,
seeds,0.19,17,19,25,2,0.1,0.47,-0.47,
seeds,0.01,18,19,24,2,0.1,0.49,-0.45,
seeds,0.03,17,19,25,2,0.1,0.47,-0.47,
seeds,0.05,17,19,25,2,0.1,0.47,-0.47,
seeds,0.07,17,19,25,2,0.1,0.47,-0.47,
seeds,0.09,17,19,25,2,0.1,0.47,-0.47,
seeds,0.11,17,19,25,2,0.1,0.47,-0.47,
seeds,0.13,17,19,25,2,0.1,0.47,-0.47,
seeds,0.15,17,19,25,2,0.1,0.47,-0.47,
seeds,0.17,17,19,25,2,0.1,0.47,-0.47,
seeds,0.19,17,19,25,2,0.1,0.47,-0.47,
seeds,0.01,21,19,21,2,0.1,0.53,-0.4,
seeds,0.03,22,19,20,2,0.1,0.54,-0.38,
seeds,0.05,21,19,21,2,0.1,0.53,-0.4,
seeds,0.07,22,19,20,2,0.1,0.54,-0.38,
seeds,0.09,22,19,20,2,0.1,0.54,-0.38,
seeds,0.11,22,19,20,2,0.1,0.54,-0.38,
seeds,0.13,22,19,20,2,0.1,0.54,-0.38,
seeds,0.15,22,19,20,2,0.1,0.54,-0.38,
seeds,0.17,22,19,20,2,0.1,0.54,-0.38,
seeds,0.19,22,19,20,2,0.1,0.54,-0.38,
seeds,0.01,23,19,19,2,0.1,0.55,-0.36,
seeds,0.03,24,19,18,2,0.1,0.56,-0.34,
seeds,0.05,24,19,18,2,0.1,0.56,-0.34,
seeds,0.07,24,19,18,2,0.1,0.56,-0.34,
seeds,0.09,24,19,18,2,0.1,0.56,-0.34,
seeds,0.11,24,19,18,2,0.1,0.56,-0.34,
seeds,0.13,24,19,18,2,0.1,0.56,-0.34,
seeds,0.15,25,19,17,2,0.1,0.57,-0.32,
seeds,0.17,24,19,18,2,0.1,0.56,-0.34,
seeds,0.19,24,19,18,2,0.1,0.56,-0.34,
seeds,0.01,24,19,18,2,0.1,0.56,-0.34,
seeds,0.03,24,19,18,2,0.1,0.56,-0.34,
seeds,0.05,24,19,18,2,0.1,0.56,-0.34,
seeds,0.07,24,19,18,2,0.1,0.56,-0.34,
seeds,0.09,24,19,18,2,0.1,0.56,-0.34,
seeds,0.11,24,19,18,2,0.1,0.56,-0.34,
seeds,0.13,24,19,18,2,0.1,0.56,-0.34,
seeds,0.15,24,19,18,2,0.1,0.56,-0.34,
seeds,0.17,24,19,18,2,0.1,0.56,-0.34,
seeds,0.19,24,19,18,2,0.1,0.56,-0.34,
